Name,Organization,Location,Gender,Race
Issa Khalil,"(Qatar Computing Research Institute, Hamad Bin Khalifa University)",,male,A
Kui Ren,(State University of New York at Buffalo),,male,A
Matthew Green and Ian Miers,(Johns Hopkins University),,,
Thang Hoang,(Oregon State University),,male,A
Ceyhun D. Ozkaptan,(Oregon State University),,male,A
and Attila A. Yavuz,(Oregon State University),,male,A
Jorge Guajardo,(Robert Bosch Research and Technology Center),,male,HL
Tam Nguyen,(Oregon State University),,male,A
Daiping Liu,(University of Delaware),,male,A
Zhou Li,(ACM Member),,male,A
Kun Du,(Tsinghua University),,male,A
Haining Wang,(University of Delaware),,male,A
Baojun Liu and Haixin Duan,(Tsinghua University),,,
Bernd Finkbeiner,"(CISPA, Saarland University)",,male,W_NL
Christian Müller,(Technische Universität München),,male,W_NL
Helmut Seidl,(Technische Universität München),,male,W_NL
and Eugen Zalinescu,(Technische Universität München),,male,A
Jan Camenisch,(IBM Research - Zürich),,male,W_NL
Manu Drijvers,(IBM Research - Zürich/ETH Zürich),,male,A
Maria Dubovitskaya,(IBM Research - Zürich),,female,HL
Qiang Tang,(New Jersey Institute of Technology),,male,A
Moti Yung,"(Snap. Inc,/Columbia University)",,male,A
Daniel S. Roche,(United States Naval Academy),,male,HL
Adam J. Aviv,(United States Naval Academy),,male,W_NL
Seung Geol Choi,(United States Naval Academy),,male,A
Travis Mayberry,(United States Naval Academy),,male,B_NL
Samaneh Tajalizadehkhoob,(Delft University of Technology),,female,A
Tom van Goethem,"(KU Leuven, imec-DistriNet)",,male,A
Maciej Korczyński and Arman Noroozian,(Delft University of Technology),,,
Rainer Böhme,(Innsbruck University),,male,W_NL
Tyler Moore,(The University of Tulsa),,male,W_NL
Wouter Joosen,"(KU Leuven, imec-DistriNet)",,male,W_NL
Michel van Eeten,(Delft University of Technology),,male,W_NL
Briland Hitaj,(Stevens Institute of Technology),,male,W_NL
Giuseppe Ateniese,(Stevens Institute of Technology),,male,W_NL
Fernando Perez-Cruz,(Stevens Institute of Technology),,male,HL
Miguel Ambrona,(IMDEA Software Institute/Universidad Politécnica de Madrid),,male,HL
Gilles Barthe,(IMDEA Software Institute),,male,B_NL
Romain Gay and Hoeteck Wee,"(ENS, Paris)",,,
Jack Doerner and abhi shelat,(Northeastern University),,,
Panagiotis Kintis,(Georgia Institute of Technology),,male,W_NL
Najmeh Miramirkhani,(Stony Brook University),,female,A
Charles Lever,(Georgia Institute of Technology),,male,W_NL
Yizheng Chen,(Georgia Institute of Technology),,male,A
and Rosa Romero-Gómez,(Georgia Institute of Technology),,male,HL
Nikolaos Pitropakis,(London South Bank University),,male,W_NL
Nick Nikiforakis,(Stony Brook University),,male,W_NL
Manos Antonakakis,(Georgia Institute of Technology),,male,W_NL
Jian Liu,(Aalto University),,male,A
Mika Juuti,(Aalto University),,female,A
Yao Lu,(Aalto University),,male,A
N. Asokan,(Aalto University),,male,A
Shashank Agrawal,(Visa Research),,male,A
Melissa Chase,(Microsoft Research),,female,W_NL
Arka Rai Choudhuri,(Johns Hopkins University),,male,A
Matthew Green,(Johns Hopkins University),,male,W_NL
Abhishek Jain,(Johns Hopkins University),,male,A
Gabriel Kaptchuk,(Johns Hopkins University),,male,HL
Ian Miers,(Johns Hopkins University),,male,W_NL
Brent Carmer,"(Oregon State University/Galois, Inc.)",,male,W_NL
Alex J. Malozemoff,(Galois$ Inc.),,male,HL
Mariana Raykova,(Yale University),,female,HL
Chaoshun Zuo,(University of Texas at Dallas),,male,A
Qingchuan Zhao,(University of Texas at Dallas),,male,A
Zhiqiang Lin,(University of Texas at Dallas),,male,A
Daniel Genkin,(University of Pennsylvania/University of Maryland),,male,W_NL
Luke Valenta,(University of Pennsylvania),,male,W_NL
Yuval Yarom,(University of Adelaide/Data61),,male,A
Mihir Bellare,"(University of California, San Diego)",,male,A
Joseph Jaeger,"(University of California, San Diego)",,male,W_NL
Julia Len,"(University of California, San Diego)",,female,A
Qi Alfred Chen,(University of Michigan),,male,A
Matthew Thomas and Eric Osterweil,(Verisign Labs),,,
Yulong Cao,(University of Michigan),,male,A
Jie You,(University of Michigan),,male,A
and Z. Morley Mao,(University of Michigan),,male,A
Ben Fisch,(Stanford University),,male,W_NL
Dhinakaran Vinayagamurthy,(University of Waterloo),,male,A
Dan Boneh,(Stanford University),,male,W_NL
Sergey Gorbunov,(University of Waterloo),,male,W_NL
Yi Chen,(University of Chinese Academy of Sciences),,male,A
Wei You and Yeonjoon Lee,(Indiana University),,,
Kai Chen,(University of Chinese Academy of Sciences),,male,A
XiaoFeng Wang,(Indiana University),,male,A
Wei Zou,(University of Chinese Academy of Sciences),,male,A
Yuan Xiao,(The Ohio State University),,male,A
Mengyuan Li,(The Ohio State University),,male,A
Sanchuan Chen,(The Ohio State University),,male,A
Yinqian Zhang,(The Ohio State University),,male,A
Alexander Russell,(University of Connecticut),,male,B_NL
Qiang Tang,(New Jersey Institute of Technology),,male,A
Moti Yung,"(Snap, Inc./Columbia University)",,male,A
Hong-Sheng Zhou,(Virginia Commonwealth University),,male,A
Thomas Vissers,"(KU Leuven, imec-DistriNet)",,male,W_NL
Timothy Barron,(Stony Brook University),,male,W_NL
Tom Van Goethem and Wouter Joosen,"(KU Leuven, imec-DistriNet)",,,
Nick Nikiforakis,(Stony Brook University),,male,W_NL
Shai Halevi and Tzipora Halevi,(IBM),,,
Victor Shoup,(IBM and New York University),,male,W_NL
Noah Stephens-Davidowitz,(New York University),,male,W_NL
Tongxin Li,(Peking University),,male,A
Xueqiang Wang,(Indiana University),,male,A
Mingming Zha and Kai Chen,(Chinese Academy of Sciences),,,
XiaoFeng Wang and Luyi Xing,(Indiana University),,,
Xiaolong Bai,(Tsinghua University),,male,A
Nan Zhang,(Indiana University),,female,A
Xinhui Han,(Peking University),,female,A
Jia Chen,(University of Texas at Austin),,female,A
Yu Feng,(University of Texas at Austin),,male,A
Isil Dillig,(University of Texas at Austin),,male,A
Mihir Bellare and Wei Dai,"(University of California, San Diego)",,,
Zain Shamsi,(Texas A&M University),,male,A
Daren B.H. Cline and Dmitri Loguinov,(Texas A&M University),,,
Dmitry Kogan,(Stanford University),,male,W_NL
Nathan Manohar,(Stanford University),,male,A
Dan Boneh,(Stanford University),,male,W_NL
Jie Huang,"(CISPA, Saarland University)",,male,A
Oliver Schranz,"(CISPA, Saarland University)",,male,W_NL
Sven Bugiel,"(CISPA, Saarland University)",,male,W_NL
Michael Backes,"(CISPA, Saarland University)",,male,W_NL
Mohammad A. Islam and Shaolei Ren,"(University of California, Riverside)",,,
Adam Wierman,(California Institute of Technology),,male,W_NL
Yizheng Chen,(Georgia Institute of Technology),,male,A
Yacin Nadji,(Georgia Institute of Technology),,male,A
and Athanasios Kountouras,(Georgia Institute of Technology),,male,A
Fabian Monrose,(University of North Carolina at Chapel Hill),,male,B_NL
Roberto Perdisci,(University of Georgia),,male,HL
Manos Antonakakis,(Georgia Institute of Technology),,male,W_NL
Nikolaos Vasiloglou,(Symantec),,male,W_NL
Keith Bonawitz,(Google),,male,W_NL
Vladimir Ivanov,(Google),,male,W_NL
and Ben Kreuter,(Google),,male,W_NL
Antonio Marcedone,(Cornell University),,male,HL
H. Brendan McMahan,(Google),,male,W_NL
Sarvar Patel,(Google),,male,A
Daniel Ramage,(Google),,male,W_NL
Aaron Segal,(Google),,male,W_NL
and Karn Seth,(Google),,male,A
Joel Alwen,(IST Austria),,male,W_NL
Jeremiah Blocki and Ben Harsha,(Purdue University),,,
Lingguang Lei,"(Chinese Academy of Sciences, Institute of Information Engineering/George Mason University)",,male,A
Yi He,(Tsinghua University),,male,A
Kun Sun,(George Mason University),,male,A
Jiwu Jing and Yuewu Wang,"(Chinese Academy of Sciences, Institute of Information Engineering)",,,
Qi Li,(Tsinghua University),,male,A
Jian Weng,(Jinan University),,male,A
Yi Han,(Rutgers University),,male,A
Sriharsha Etigowni,(Rutgers University),,male,A
Hua Liu,(Rutgers University),,male,A
Saman Zonouz,(Rutgers University),,male,A
Athina Petropulu,(Rutgers University),,female,A
Yuanshun Yao,(University of Chicago),,male,A
Bimal Viswanath,(University of Chicago),,male,A
Jenna Cryan,(University of Chicago),,female,W_NL
Haitao Zheng,(University of Chicago),,male,A
Ben Y. Zhao,(University of Chicago),,male,A
Anupam Datta,(Carnegie Mellon University),,male,A
Matthew Fredrikson,(Carnegie Mellon University),,male,W_NL
Gihyuk Ko,(Carnegie Mellon University),,male,A
Piotr Mardziel,(Carnegie Mellon University),,male,W_NL
Shayak Sen,(Carnegie Mellon University),,male,A
Shay Gueron,(Haifa University/AWS),,female,B_NL
Yehuda Lindell,(Bar-Ilan University),,male,W_NL
Duc Cuong Nguyen,"(CISPA, Saarland University)",,male,A
Dominik Wermke,(Leibniz University Hannover),,male,W_NL
Yasemin Acar,(Leibniz University Hannover),,male,A
Michael Backes,"(CISPA, Saarland University)",,male,W_NL
Charles Weir,"(Security Lancaster, Lancaster University)",,male,W_NL
Sascha Fahl,(Leibniz University Hannover),,female,W_NL
Kyong-Tak Cho and Kang G. Shin,(University of Michigan),,,
Shirin Nilizadeh,"(University of California, Santa Barbara)",,female,A
François Labrèche,(École Polytechnique de Montréal),,male,B_NL
Alireza Sadighian,(École Polytechnique de Montréal),,male,A
Ali Zand,"(University of California, Santa Barbara)",,male,A
José Fernandez,(École Polytechnique de Montréal),,,
Christopher Kruegel,"(University of California, Santa Barbara)",,male,W_NL
Gianluca Stringhini,(University College London),,male,W_NL
Giovanni Vigna,"(University of California, Santa Barbara)",,male,HL
Fahad Shaon,(University of Texas at Dallas),,male,A
Murat Kantarcioglu,(University of Texas at Dallas),,male,A
Zhiqiang Lin,(University of Texas at Dallas),,male,A
Latifur Khan,(University of Texas at Dallas),,male,A
Peter Rindal and Mike Rosulek,(Oregon State University),,,
Hossein Siadati and Nasir Memon,(New York University),,,
Mathy Vanhoef and Frank Piessens,"(KU Leuven, imec-DistriNet)",,,
Syed Mahbub Hafiz and Ryan Henry,(Indiana University),,,
Mustafa Emre Acer,(Google),,male,A
Emily Stark,(Google),,female,W_NL
and Adrienne Porter Felt,(Google),,male,W_NL
Sascha Fahl,(Leibniz University Hannover),,female,W_NL
Radhika Bhargava,(Purdue University),,female,A
Bhanu Dev,(International Institute of Information Technology Hyderabad),,male,A
Matt Braithwaite,(Google),,male,W_NL
Ryan Sleevi,(Google),,male,W_NL
and Parisa Tabriz,(Google),,male,A
Murat Kantarcioglu,(University of Texas at Dallas),,male,A
Hao Chen and Kim Laine,(Microsoft Research),,,
Peter Rindal,(Oregon State University),,male,W_NL
Min Du,(University of Utah),,male,A
Feifei Li,(University of Utah),,female,A
Guineng Zheng,(University of Utah),,male,A
Vivek Srikumar,(University of Utah),,male,A
Maliheh Shirvanian and Nitesh Saxena,(University of Alabama at Birmingham),,,
Yan Chen and Ashwin Machanavajjhala,(Duke University),,,
Michael Hay,(Colgate University),,male,W_NL
Gerome Miklau,(University of Massachusetts Amherst),,male,A
Kurt Thomas,(Google),,male,W_NL
Frank Li,"(University of California, Berkeley)",,male,A
Ali Zand,(Google),,male,A
Jake Barrett,(Google),,male,W_NL
Juri Ranieri,(Google),,male,A
Luca Invernizzi,(Google),,male,W_NL
Yarik Markov,(Google),,male,A
Oxana Comanescu,(Google),,female,HL
Vijay Eranti,(Google),,male,A
Angelika Moscicki,(Google),,female,W_NL
and Dan Margolis,(Google),,male,A
Vern Paxson,"(University of California, Berkeley)",,male,B_NL
Elie Bursztein,(Google),,male,W_NL
Vladimir Kolesnikov,(Bell Labs),,male,W_NL
Naor Matania and Benny Pinkas,(Bar-Ilan University),,,
Mike Rosulek and Ni Trieu,(Oregon State University),,,
Leyla Bilge,(Symantec Research Labs),,female,HL
Yufei Han,(Symantec Research Labs),,female,A
Matteo Dell'Amico,(Symantec Research Labs),,male,HL
Yong Li,(Huawei Technologies Düsseldorf),,male,A
Sven Schäge,(Ruhr-Universität Bochum),,male,W_NL
Xi He and Ashwin Machanavajjhala,(Duke University),,,
Cheryl Flynn and Divesh Srivastava,(AT&T Labs-Research),,,
Doowon Kim,(University of Maryland),,female,A
Bum Jun Kwon,(University of Maryland),,male,A
Tudor Dumitraş,(University of Maryland),,male,HL
Kee Sung Kim,(National Security Research Institute),,male,A
Minkyu Kim,(National Security Research Institute),,male,A
Dongsoo Lee,(National Security Research Institute),,female,A
Je Hong Park,(National Security Research Institute),,male,A
Woo-Hwan Kim,(National Security Research Institute),,male,A
Luca Allodi,(Eindhoven University of Technology),,male,W_NL
Mihir Bellare,"(University of California, San Diego)",,male,A
Viet Tung Hoang,(Florida State University),,male,A
Gottfried Herold,(ENS Lyon),,male,W_NL
Max Hoffmann,(Ruhr-Universität Bochum),,male,W_NL
Michael Klooß,(Karlsruhe Institute of Technology),,male,W_NL
Carla Ràfols,(UPF Barcelona),,female,HL
Andy Rupp,(Karlsruhe Institute of Technology),,male,W_NL
Vasilios Mavroudis and Andrea Cerulli,(University College London),,,
Petr Svenda,(Masaryk University),,male,W_NL
Dan Cvrcek and Dusan Klinec,(EnigmaBridge),,,
George Danezis,(University College London),,male,W_NL
Murat Kantarcioglu,(University of Texas at Dallas),,male,A
Raphael Bost,(Direction Générale de l'Armement - Maitrise de l'Information/Université de Rennes 1),,male,B_NL
Brice Minaud,"(Royal Holloway, University of London)",,male,B_NL
Olga Ohrimenko,"(Microsoft Research, Cambridge)",,female,HL
Alexander Gamero-Garrido,"(University of California, San Diego)",,male,HL
Stefan Savage,"(University of California, San Diego)",,male,W_NL
Kirill Levchenko,"(University of California, San Diego)",,male,W_NL
Alex C. Snoeren,"(University of California, San Diego)",,male,W_NL
Animesh Chhotaray,(University of Florida),,male,A
Adib Nahiyan,(University of Florida),,male,A
Thomas Shrimpton,(University of Florida),,male,W_NL
Domenic J Forte,(University of Florida),,male,W_NL
Mark Tehranipoor,(University of Florida),,male,W_NL
Rafael del Pino,(IBM Research - Zürich),,male,HL
Vadim Lyubashevsky,(IBM Research - Zürich),,male,W_NL
Gregory Neven,(IBM Research - Zürich),,male,W_NL
Gregor Seiler,(IBM Research - Zürich),,male,W_NL
Muhammad Yasin,(New York University),,male,A
Abhrajit Sengupta,(New York University),,male,A
Mohammed Thari Nabeel,(New York University),,male,A
Mohammed Ashraf,(New York University),,male,A
Jeyavijayan JV Rajendran,(University of Texas at Dallas),,male,A
Ozgur Sinanoglu,(New York University),,male,A
Matus Nemec,(Masaryk University/Ca' Foscari University of Venice),,male,W_NL
Marek Sys and Petr Svenda,(Masaryk University),,,
Dusan Klinec,(Masaryk University/EnigmaBridge),,male,W_NL
Vashek Matyas,(Masaryk University),,male,A
Victor van der Veen,(Vrije Universiteit Amsterdam),,male,HL
Dennis Andriesse,(Vrije Universiteit Amsterdam),,male,W_NL
Manolis Stamatogiannakis,(Vrije Universiteit Amsterdam),,male,W_NL
Xi Chen,(Vrije Universiteit Amsterdam/Microsoft),,female,A
Herbert Bos,(Vrije Universiteit Amsterdam),,male,W_NL
and Cristiano Giuffrida,(Vrije Universiteit Amsterdam),,male,HL
Ada Lerner,(Wellesley College),,female,W_NL
Tadayoshi Kohno,(University of Washington),,male,A
and Franziska Roesner,(University of Washington),,male,W_NL
Cas Cremers,(University of Oxford),,male,W_NL
Marko Horvat,(The Max Planck Institute For Software Systems),,male,W_NL
Jonathan Hoyland,"(Royal Holloway, University of London)",,male,W_NL
Sam Scott,"(Royal Holloway, University of London)",,male,B_NL
and Thyla van der Merwe,"(Royal Holloway, University of London)",,male,A
Taesoo Kim,(Georgia Tech),,female,A
Zhiqiang Lin,(UT Dallas),,male,A
Chia-Che Tsai,(UC Berkeley/Texas A&M University),,female,A
Sebastian Berndt and Maciej Liskiewicz,(University of Luebeck),,,
David Korczynski,(University of Oxford),,male,W_NL
Heng Yin,"(University of California, Riverside)",,male,A
Giancarlo Pellegrino,"(CISPA, Saarland University)",,male,HL
Martin Johns,(SAP SE),,male,W_NL
Simon Koch,"(CISPA, Saarland University)",,male,A
Michael Backes,"(CISPA, Saarland University)",,male,W_NL
and Christian Rossow,"(CISPA, Saarland University)",,male,W_NL
Jean-Karim Zinzindohoué,(Inria Paris),,male,A
Karthikeyan Bhargavan,(Inria Paris),,male,A
Jonathan Protzenko,(Microsoft Research),,male,W_NL
Benjamin Beurdouche,(Inria Paris),,male,W_NL
Shahin Tajik,(Technische Universität Berlin),,male,A
Heiko Lohrke,(Technische Universität Berlin),,male,A
Jean-Pierre Seifert,(Technische Universität Berlin),,male,W_NL
Christian Boit,(Technische Universität Berlin),,male,W_NL
Sebastian Lekies and Krzysztof Kotowicz,(Google),,,
Samuel Groß,(SAP SE),,male,W_NL
Eduardo Vela,(Google),,male,HL
Martin Johns,(SAP SE),,male,W_NL
Huasong Shan and Qingyang Wang,"(Louisiana State University, Computer Science and Engineering Division)",,,
Calton Pu,(Georgia Institute of Technology),,male,A
José Bacelar Almeida,(HASLab -- INESC TEC/Universidade do Minho),,male,HL
Manuel Barbosa,(HASLab -- INESC TEC/DCC FC Universidade do Porto),,male,HL
Gilles Barthe,(IMDEA Software Institute),,male,B_NL
Arthur Blot,(ENS Lyon),,male,B_NL
Benjamin Grégoire,(Inria),,male,B_NL
Vincent Laporte,(IMDEA Software Institute),,male,W_NL
Tiago Oliveira and Hugo Pacheco,(HASLab -- INESC TEC/Universidade do Minho),,,
Benedikt Schmidt,(IMDEA Software Institute),,male,W_NL
Pierre-Yves Strub,(Ecole Polytechnique),,male,W_NL
Melissa Chase,(Microsoft Research),,female,W_NL
David Derler,(Graz University of Technology),,male,W_NL
Steven Goldfeder,(Princeton University),,male,W_NL
Claudio Orlandi,(Aarhus University),,male,HL
Sebastian Ramacher,(Graz University of Technology),,male,HL
Christian Rechberger,(Graz University of Technology/Denmark Technical University),,male,W_NL
Daniel Slamanig,(AIT Austrian Institute of Technology),,male,W_NL
Greg Zaverucha,(Microsoft Research),,male,A
Ethan Cecchetti and Andrew Myers,(Cornell University),,,
Owen Arden,"(University of California, Santa Cruz)",,male,W_NL
Gunnar Hartung,(Karlsruhe Institute of Technology),,male,W_NL
Max Hoffmann,(Ruhr-Universität Bochum),,male,W_NL
Matthias Nagel and Andy Rupp,(Karlsruhe Institute of Technology),,,
Ming-Hsien Tsai,(Academia Sinica),,male,A
Bow-Yaw Wang,(Academia Sinica),,male,A
Bo-Yin Yang,(Academia Sinica),,female,A
Rebekah Overdorf,(Drexel University),,female,W_NL
Marc Juarez and Gunes Acar,(KU Leuven),,,
Rachel Greenstadt,(Drexel University),,female,W_NL
Claudia Diaz,(KU Leuven),,female,HL
Taesoo Kim,(Georgia Tech),,female,A
Zhiqiang Lin,(UT Dallas),,male,A
Chia-Che Tsai,(UC Berkeley/Texas A&M University),,female,A
Peter Pessl,(Graz University of Technology),,male,W_NL
Leon Groot Bruinderink,(Technische Universiteit Eindhoven),,male,W_NL
Yuval Yarom,(University of Adelaide/Data61),,male,A
Lucas Waye,(Harvard University),,male,B_NL
Pablo Buiras,(Harvard University),,male,HL
Owen Arden,"(University of California, Santa Cruz)",,male,W_NL
Alejandro Russo,(Chalmers University of Technology),,male,HL
Stephen Chong,(Harvard University),,male,A
Michael Backes,"(CISPA, Saarland University)",,male,W_NL
Mathias Humbert,"(Swiss Data Science Center, ETH/EPFL)",,male,W_NL
Jun Pang,(University of Luxembourg),,male,A
Yang Zhang,"(CISPA, Saarland University)",,male,A
José Bacelar Almeida,(HASLab -- INESC TEC/Universidade do Minho),,male,HL
Manuel Barbosa,(HASLab -- INESC TEC/DCC FC Universidade do Porto),,male,HL
Gilles Barthe,(IMDEA Software Institute),,male,B_NL
François Dupressoir,(University of Surrey),,male,B_NL
Benjamin Grégoire,(INRIA Sophia-Antipolis),,male,B_NL
Vincent Laporte,(IMDEA Software Institute),,male,W_NL
Vitor Pereira,(HASLab -- INESC TEC/DCC FC Universidade do Porto),,male,HL
Milad Nasr,(University of Massachusetts Amherst),,male,A
Hadi Zolfaghari,(University of Massachusetts Amherst),,male,A
Amir Houmansadr,(University of Massachusetts Amherst),,male,A
Thomas Espitau,(UPMC),,male,W_NL
Pierre-Alain Fouque,(Université de Rennes 1),,male,B_NL
Benoït Gérard,(DGA.MI),,male,W_NL
Mehdi Tibouchi,(NTT Secure Platform Laboratories),,male,A
Wenhao Wang,(University of Texas at Dallas),,male,A
Xiaoyang Xu,(University of Texas at Dallas),,male,A
Kevin Hamlen,(University of Texas at Dallas),,male,W_NL
Simon Oya,(University of Vigo),,male,A
Carmela Troncoso,(IMDEA Software Institute),,female,HL
Fernando Pérez-González,(University of Vigo),,male,HL
Katherine Q. Ye,(Princeton University/Carnegie Mellon University),,female,A
Matthew Green,(Johns Hopkins University),,male,W_NL
Naphat Sanguansin and Lennart Beringer,(Princeton University),,,
Adam Petcher,(Oracle),,male,W_NL
Andrew W. Appel,(Princeton University),,male,W_NL
Milad Nasr,(University of Massachusetts Amherst),,male,A
Amir Houmansadr,(University of Massachusetts Amherst),,male,A
Arya Mazumdar,(University of Massachusetts Amherst),,male,A
